order_item_id,order_id,product_id,quantity,item_price,created_at,updated_at
4bd4f6bd-5c28-4791-931f-c3a9ba876c28,a7468da5-b4d4-4436-ab57-1688f52f2843,eff73f9e-772a-47c0-aa3d-21ac07c03b10,3,20.55,2025-09-16T16:18:21.963743,2025-09-16T16:18:21.963743
b47928a9-ef28-4f28-bf57-b396d372eb02,b7de1329-62a4-4c58-ba11-76f9f03cd516,da80d855-7b12-4a96-b7bd-9d24df1db516,2,58.68,2025-09-17T10:28:28.612595,2025-09-17T10:28:28.612595
3251da73-51fa-4c80-9c08-15ef5f896285,b7de1329-62a4-4c58-ba11-76f9f03cd516,c7c9e259-598d-4ad2-a493-ba4012f07bfb,2,93.04,2025-09-17T10:28:28.612595,2025-09-17T10:28:28.612595
3d524d9d-d6d6-45d8-b800-1b28d74ef91a,1c49635d-8a13-49b7-9b9c-d9909ae59e3f,923f3693-d2b9-4769-9da5-e4e1c36b8190,2,65.14,2025-09-17T12:26:02.797688,2025-09-17T12:26:02.797688
5e5f2c09-06f3-4415-a9cd-e0dbd6093308,4325ce0e-7d65-442f-a2b2-43dd6cfa4d29,eff73f9e-772a-47c0-aa3d-21ac07c03b10,3,20.55,2025-09-22T06:34:06.430290,2025-09-22T06:34:06.430290
8039fb54-26f2-450b-b14b-9239c07d02c9,4325ce0e-7d65-442f-a2b2-43dd6cfa4d29,4189446a-3c5b-474c-94c6-e09ea68f60ec,3,73.11,2025-09-22T06:34:06.430290,2025-09-22T06:34:06.430290
953fa029-17ce-4d21-971d-e9a02a83ff19,4325ce0e-7d65-442f-a2b2-43dd6cfa4d29,110710c9-3b72-4d41-b5d6-991671665782,2,14.96,2025-09-22T06:34:06.430290,2025-09-22T06:34:06.430290
0cbea560-8d0a-4794-bbe5-31626eb142c0,902c7782-8d35-4c89-805e-d655bf0ebc25,d0fa5562-7622-482e-9df2-cd5a75c471e0,1,23.07,2025-09-21T17:38:50.064173,2025-09-21T17:38:50.064173
4ed13b0f-16fc-461f-92d9-915d290d5687,b72a86bc-f48c-477c-932a-92ce06c6b94c,92579bd4-b0d6-4929-970d-5996a3e14b5c,2,99.28,2025-09-17T02:56:44.932012,2025-09-17T02:56:44.932012
51da6f1b-84c5-4858-bcb6-7042fe86aff4,b72a86bc-f48c-477c-932a-92ce06c6b94c,98e27863-5975-4851-bd2a-d766e2a4d272,1,38.87,2025-09-17T02:56:44.932012,2025-09-17T02:56:44.932012
d1e49fd0-c3eb-4138-bbc2-1450d8dc741a,b72a86bc-f48c-477c-932a-92ce06c6b94c,d9a2c6e2-29f6-4eec-a598-a5f734690643,3,6.06,2025-09-17T02:56:44.932012,2025-09-17T02:56:44.932012
aa8c0f7d-b094-42e1-a5a7-03985744ee7d,b72a86bc-f48c-477c-932a-92ce06c6b94c,b9cf2c02-bc1a-4665-a695-2e45ed296eca,1,16.36,2025-09-17T02:56:44.932012,2025-09-17T02:56:44.932012
33ba97b1-6367-4f65-bd26-ae9251453ee9,6e4da4a9-66f3-498e-9ef1-93f5e3bdefae,5403c55f-667f-43f3-bb08-b19ccb15e8ea,2,40.58,2025-09-18T14:58:32.464277,2025-09-18T14:58:32.464277
af5b1342-1499-44c6-84bf-9453c77636d6,addc4821-4960-4725-96c0-bcdae7262baa,861ec155-4d7f-40d2-bda9-252e07e48a54,1,4.73,2025-09-20T19:05:30.450853,2025-09-20T19:05:30.450853
f64b2778-2d03-4e22-bc99-7d638bed463d,addc4821-4960-4725-96c0-bcdae7262baa,d9a2c6e2-29f6-4eec-a598-a5f734690643,3,6.06,2025-09-20T19:05:30.450853,2025-09-20T19:05:30.450853
5e690571-f630-4bef-9914-0cb4053df244,09df1f5a-dce2-4223-a265-d8c22b53eb58,5f39592d-73b8-4561-90c8-75e038e83813,3,139.11,2025-09-21T03:54:25.201469,2025-09-21T03:54:25.201469
80d7f9a1-4e6f-4ad1-96fe-25edfa19d99e,09df1f5a-dce2-4223-a265-d8c22b53eb58,0984a0a2-803a-429e-9cab-1077c58e2901,3,44.04,2025-09-21T03:54:25.201469,2025-09-21T03:54:25.201469
1161860e-5974-4eda-8a7a-00b0c4b53ed9,09df1f5a-dce2-4223-a265-d8c22b53eb58,3821d1ae-a021-464c-a3ef-5bf93c11dfa1,1,15.63,2025-09-21T03:54:25.201469,2025-09-21T03:54:25.201469
5bddc57a-01d1-4ca8-abac-226fa0c3d008,2c14f370-b2d5-43fa-96d8-27f83f998292,d775b326-4c0b-403a-b840-86728867abbe,3,121.8,2025-09-19T15:44:17.633337,2025-09-19T15:44:17.633337
a747d51e-760e-4044-9880-baddb6c66449,2c14f370-b2d5-43fa-96d8-27f83f998292,8544ff32-7e5a-42f1-8b6c-ef20e46418ee,1,38.83,2025-09-19T15:44:17.633337,2025-09-19T15:44:17.633337
bacaf219-8ded-4429-a688-e083c475129e,2c14f370-b2d5-43fa-96d8-27f83f998292,24d1a85a-5cf0-4534-b29f-9ae766baefe4,3,7.23,2025-09-19T15:44:17.633337,2025-09-19T15:44:17.633337
4ce21804-d0bc-448a-a877-03e1e8628afc,2c14f370-b2d5-43fa-96d8-27f83f998292,5f39592d-73b8-4561-90c8-75e038e83813,2,92.74,2025-09-19T15:44:17.633337,2025-09-19T15:44:17.633337
d330473a-43ea-4b30-b3ac-afed4c7afd11,01ee5a13-4d49-4005-b1a1-5027b504c12d,e97a05de-6914-4b06-9a07-b6186353fd3f,2,68.68,2025-09-17T02:38:48.315436,2025-09-17T02:38:48.315436
ae4ddadf-f2b0-4c1f-a880-e04de8dd69a2,01ee5a13-4d49-4005-b1a1-5027b504c12d,24d1a85a-5cf0-4534-b29f-9ae766baefe4,2,4.82,2025-09-17T02:38:48.315436,2025-09-17T02:38:48.315436
ec39703c-e718-4290-9924-5e15c31393ec,199a9294-c3e7-41a5-8517-c3fb62baf354,ff46d1c9-3bd3-43e4-af5e-e524dea4d652,3,59.07,2025-09-17T08:18:58.255639,2025-09-17T08:18:58.255639
7f4f1057-02f9-4a95-9200-9eed7a0c6723,199a9294-c3e7-41a5-8517-c3fb62baf354,a8df3493-60c0-40c6-9247-0976f1e7230b,3,58.68,2025-09-17T08:18:58.255639,2025-09-17T08:18:58.255639
6fecdad8-3554-4b07-b816-3beae2f9d235,199a9294-c3e7-41a5-8517-c3fb62baf354,4e961ce2-1360-4dd7-9aea-46de163e0694,1,10.79,2025-09-17T08:18:58.255639,2025-09-17T08:18:58.255639
032f6cfc-908a-4218-b131-a99773d843f7,199a9294-c3e7-41a5-8517-c3fb62baf354,88e5ffc4-5164-4b19-b308-9a0e2967de80,3,90.39,2025-09-17T08:18:58.255639,2025-09-17T08:18:58.255639
d679d0ab-a90e-4a72-b6f3-2fa99a227e53,932d6013-0a34-42ea-9994-6d07e0fa0494,3fd6e01f-4975-4359-93d7-17b813fcff96,3,90.21,2025-09-22T22:09:29.501447,2025-09-22T22:09:29.501447
d461bfdf-e261-43db-a889-89c157b9f036,932d6013-0a34-42ea-9994-6d07e0fa0494,043844b7-439b-4969-9aca-d59ed15331ee,2,90.26,2025-09-22T22:09:29.501447,2025-09-22T22:09:29.501447
934b1431-a284-4916-943d-9a0b49b24463,932d6013-0a34-42ea-9994-6d07e0fa0494,acd6ced6-d4ef-4702-90b2-94a41fc7515a,2,58.72,2025-09-22T22:09:29.501447,2025-09-22T22:09:29.501447
bc60fd9d-2136-443d-bd9d-4047505e34e9,932d6013-0a34-42ea-9994-6d07e0fa0494,6473b3d1-5f62-45ea-abbe-f0540774cf7e,2,4.4,2025-09-22T22:09:29.501447,2025-09-22T22:09:29.501447
0066b9a8-c121-485a-9ebf-5b5f6693174b,1af1c260-7444-44f3-b944-13e0f2fa01bb,7fa3ba03-baaa-4aff-899c-2af2546084d9,1,36.41,2025-09-18T17:01:00.511263,2025-09-18T17:01:00.511263
16735454-fe76-43c9-a075-1bf4ce0003c9,1af1c260-7444-44f3-b944-13e0f2fa01bb,64ea81ab-cdab-44fd-856d-517207fc7881,1,21.72,2025-09-18T17:01:00.511263,2025-09-18T17:01:00.511263
8fd754ba-ec8d-49dc-b345-e7be477b3e50,1af1c260-7444-44f3-b944-13e0f2fa01bb,a068afa6-456a-4b83-b66b-eac309ccaae8,1,11.91,2025-09-18T17:01:00.511263,2025-09-18T17:01:00.511263
b55b1ca1-ede0-4e5b-a905-1a893a1049e2,1af1c260-7444-44f3-b944-13e0f2fa01bb,9857f8c2-714b-4549-b4fa-83c848e96e10,1,13.59,2025-09-18T17:01:00.511263,2025-09-18T17:01:00.511263
bb6d6043-7602-403a-af84-7ea6bcc58bad,55f8cee1-72c9-47f4-b02d-5e1b13fc7b5b,e97a05de-6914-4b06-9a07-b6186353fd3f,1,34.34,2025-09-20T19:02:05.566433,2025-09-20T19:02:05.566433
8d4a1434-082c-4a84-b0a5-b6ca873a5a55,475decf6-1433-4797-86ce-75b0430aed90,03c5fb7f-d0bb-4361-b480-9c874279d4ea,2,97.9,2025-09-19T13:16:09.971143,2025-09-19T13:16:09.971143
0a91b667-dd63-4eb9-bf40-b244a1f538b8,475decf6-1433-4797-86ce-75b0430aed90,dea880c8-bcf5-431b-a964-dfc6c2d793e6,1,22.32,2025-09-19T13:16:09.971143,2025-09-19T13:16:09.971143
3e7656a7-bf99-4d44-83b8-bb2b24ea6334,475decf6-1433-4797-86ce-75b0430aed90,eff73f9e-772a-47c0-aa3d-21ac07c03b10,2,13.7,2025-09-19T13:16:09.971143,2025-09-19T13:16:09.971143
a74124df-88aa-4675-b418-29bebef43d94,da9d8d05-1de0-4053-bb41-534562c55aa7,b9cf2c02-bc1a-4665-a695-2e45ed296eca,2,32.72,2025-09-22T03:23:45.555689,2025-09-22T03:23:45.555689
9381c433-2d5e-43fd-baac-d28b3c5986ca,da9d8d05-1de0-4053-bb41-534562c55aa7,8b2b25d4-5f59-48cb-a85c-77ab7e9b716b,1,17.08,2025-09-22T03:23:45.555689,2025-09-22T03:23:45.555689
9f3272c3-de1a-4b1c-a2b1-23dee716fc76,da9d8d05-1de0-4053-bb41-534562c55aa7,b620dc96-85c7-4be5-b14c-a0df0fdecc9f,3,8.94,2025-09-22T03:23:45.555689,2025-09-22T03:23:45.555689
dfe33f5f-ad9d-4315-a5cb-d9b5f6bbbe3f,a4d90181-8c54-444e-b453-04c19c916d93,a1c21722-61ab-4329-a53e-7bd67c208d32,1,26.11,2025-09-21T01:32:49.171861,2025-09-21T01:32:49.171861
c268aa8e-8b72-4718-871f-88d7b4963616,a4d90181-8c54-444e-b453-04c19c916d93,dea880c8-bcf5-431b-a964-dfc6c2d793e6,2,44.64,2025-09-21T01:32:49.171861,2025-09-21T01:32:49.171861
2827f50a-2429-4e6f-9246-40b43965ec6a,a4d90181-8c54-444e-b453-04c19c916d93,110710c9-3b72-4d41-b5d6-991671665782,3,22.44,2025-09-21T01:32:49.171861,2025-09-21T01:32:49.171861
8c05cfc3-657d-4ddd-bf24-c18de4fc423a,a4d90181-8c54-444e-b453-04c19c916d93,e97a05de-6914-4b06-9a07-b6186353fd3f,3,103.02,2025-09-21T01:32:49.171861,2025-09-21T01:32:49.171861
749db37f-4715-4d81-9853-af0f2e60cd4e,d463038a-41f1-4a13-8bf9-65cd7706b391,e97a05de-6914-4b06-9a07-b6186353fd3f,3,103.02,2025-09-18T19:40:48.147219,2025-09-18T19:40:48.147219
9c47d779-c302-487e-a53a-a211af870eed,8c67fa2f-65ce-4a9a-a49f-c2d4aa7f79b2,51ac60a8-fe31-4673-bdbb-87c6d495d187,2,69.64,2025-09-23T01:30:42.810470,2025-09-23T01:30:42.810470
c9654af6-d41c-4aaf-8ca8-038a5148fbc4,3dbdf5ff-c70b-4108-bff2-527be0da8fef,4639c2bf-e05f-4794-87eb-36b315c73169,2,68.7,2025-09-21T23:08:30.982784,2025-09-21T23:08:30.982784
a00042e2-06ad-42c7-a4a4-356140cb4246,3dbdf5ff-c70b-4108-bff2-527be0da8fef,5e6f869f-a89f-4729-921d-fdfb89afcc5b,1,41.2,2025-09-21T23:08:30.982784,2025-09-21T23:08:30.982784
ad64a35a-35dc-4879-a561-2c99fdef7dcb,3dbdf5ff-c70b-4108-bff2-527be0da8fef,7ca55ce9-6edc-407d-aee7-ce9a88625fa6,1,34.39,2025-09-21T23:08:30.982784,2025-09-21T23:08:30.982784
7a3d6c67-5904-4478-b498-80c74b0eb820,3dbdf5ff-c70b-4108-bff2-527be0da8fef,a81be987-a261-452e-8eb9-cb2edea7a5c5,3,54.27,2025-09-21T23:08:30.982784,2025-09-21T23:08:30.982784
ea9d9cae-9338-41ca-b512-de93c54e410f,2335be1a-4390-4868-841f-75d61e6fcd62,f942592a-bfdd-4da4-8c09-305305f772d6,1,44.91,2025-09-20T19:31:34.177595,2025-09-20T19:31:34.177595
aa4be0a6-f0e4-493f-8c60-b8c89021adc7,2335be1a-4390-4868-841f-75d61e6fcd62,65e2eb99-b0e3-4757-a3a9-c88af9fcbf4b,1,34.98,2025-09-20T19:31:34.177595,2025-09-20T19:31:34.177595
2b0d8ee2-30de-433e-abde-3db3b90b8caf,2335be1a-4390-4868-841f-75d61e6fcd62,eff73f9e-772a-47c0-aa3d-21ac07c03b10,3,20.55,2025-09-20T19:31:34.177595,2025-09-20T19:31:34.177595
59bdd873-4cd9-459c-b1f9-0fa28a40bd7b,3a9b849d-ffcc-48a9-aabf-d3ffcec363b3,0aded7a1-9dc1-4f1c-bdcc-f580248578d7,1,2.94,2025-09-20T21:18:47.046082,2025-09-20T21:18:47.046082
663707db-4687-4092-9a8c-789540e0c69c,3a9b849d-ffcc-48a9-aabf-d3ffcec363b3,923f3693-d2b9-4769-9da5-e4e1c36b8190,2,65.14,2025-09-20T21:18:47.046082,2025-09-20T21:18:47.046082
773b363c-5d9f-43f0-8c0d-65a6ed86b9b9,3f52ade5-8ea9-4c20-977f-983398a7f27d,bd99d191-ea53-48d9-bd4b-b42fd7372600,1,15.54,2025-09-23T10:08:04.552673,2025-09-23T10:08:04.552673
7037db72-286d-401a-be8c-81acf0ce817b,943db85d-2405-4e20-8d35-f3f114472d54,4639c2bf-e05f-4794-87eb-36b315c73169,1,34.35,2025-09-19T20:00:15.926567,2025-09-19T20:00:15.926567
fc99388c-ff20-4e19-bdf2-c73aad80d0eb,440a15a5-e7cd-403e-805c-3da2932263f1,14da0c58-bcdc-4511-80fe-f02804f36d82,1,23.54,2025-09-23T11:57:35.248966,2025-09-23T11:57:35.248966
327e9bc9-9c7d-4ea2-be0b-8f31c3a29087,440a15a5-e7cd-403e-805c-3da2932263f1,9857f8c2-714b-4549-b4fa-83c848e96e10,3,40.77,2025-09-23T11:57:35.248966,2025-09-23T11:57:35.248966
380e8565-d455-424e-878d-9e13de072e3c,440a15a5-e7cd-403e-805c-3da2932263f1,7ca55ce9-6edc-407d-aee7-ce9a88625fa6,3,103.17,2025-09-23T11:57:35.248966,2025-09-23T11:57:35.248966
83277c78-9069-4969-8297-f69b3a6def1f,9b9c4c95-ca50-4da1-856b-a951d2ba87d3,89e6b93c-67e6-4b2f-a253-68e237b83d31,2,55.42,2025-09-20T19:17:12.125048,2025-09-20T19:17:12.125048
432bb818-198f-49eb-9f7b-77f719fac286,9b9c4c95-ca50-4da1-856b-a951d2ba87d3,043844b7-439b-4969-9aca-d59ed15331ee,2,90.26,2025-09-20T19:17:12.125048,2025-09-20T19:17:12.125048
0b25689e-20c3-47df-b475-6ced7a64a1b7,f8b06c2a-d36f-4cd9-ab41-572d094c770b,411844ef-594f-4c76-8fea-08ef4165e790,3,68.4,2025-09-20T17:39:31.561460,2025-09-20T17:39:31.561460
86f5c0c2-7d6a-474e-bce5-bf1b01e08dfd,f8b06c2a-d36f-4cd9-ab41-572d094c770b,fbd50b14-b4c8-426e-8108-b98aa21ca1c8,2,40.38,2025-09-20T17:39:31.561460,2025-09-20T17:39:31.561460
ee2de645-c82a-4181-a468-c417ee243f4c,f8b06c2a-d36f-4cd9-ab41-572d094c770b,9f035a63-d9ca-48e1-9e1d-8985a04ddb1c,2,27.76,2025-09-20T17:39:31.561460,2025-09-20T17:39:31.561460
e798a340-455e-49e9-9302-29b1a5c864b3,f8b06c2a-d36f-4cd9-ab41-572d094c770b,0aded7a1-9dc1-4f1c-bdcc-f580248578d7,2,5.88,2025-09-20T17:39:31.561460,2025-09-20T17:39:31.561460
7ba03c38-3742-4352-bcf1-ff8c33c883c3,cb078379-e15a-405e-8c88-42958cad5a3b,4639c2bf-e05f-4794-87eb-36b315c73169,3,103.05,2025-09-22T01:31:56.957798,2025-09-22T01:31:56.957798
747a1517-25b7-4bae-9b37-efaf7b1d2dea,cb078379-e15a-405e-8c88-42958cad5a3b,1909fd38-0ccf-47c1-a516-6dd01f81f0fb,3,25.32,2025-09-22T01:31:56.957798,2025-09-22T01:31:56.957798
1f2faa5c-09c3-4f7b-a33f-abbf15b7c258,cb598868-d585-473c-bbbe-5ae98091a30f,03c5fb7f-d0bb-4361-b480-9c874279d4ea,1,48.95,2025-09-19T03:56:57.856298,2025-09-19T03:56:57.856298
084c4f3a-c1d3-4a37-8133-d2de5debf26e,cb598868-d585-473c-bbbe-5ae98091a30f,14da0c58-bcdc-4511-80fe-f02804f36d82,3,70.62,2025-09-19T03:56:57.856298,2025-09-19T03:56:57.856298
b96b571c-6771-421a-a704-38529362fd98,608e5827-4f25-4f3f-866b-87ce42070d78,9f035a63-d9ca-48e1-9e1d-8985a04ddb1c,3,41.64,2025-09-21T13:01:04.531596,2025-09-21T13:01:04.531596
aa51aa8b-7578-4e33-ad5d-fbd4f1901e97,608e5827-4f25-4f3f-866b-87ce42070d78,7a2e6925-a52d-424f-98f8-87d67da404a7,2,31.0,2025-09-21T13:01:04.531596,2025-09-21T13:01:04.531596
0a20135f-a9a1-4954-8f08-f81bf0b8be5f,608e5827-4f25-4f3f-866b-87ce42070d78,b620dc96-85c7-4be5-b14c-a0df0fdecc9f,3,8.94,2025-09-21T13:01:04.531596,2025-09-21T13:01:04.531596
fca7cb3b-c325-4923-ab8b-70be9ea6a0ef,608e5827-4f25-4f3f-866b-87ce42070d78,17814b6b-5347-4bb5-be1e-abefede08b3f,3,98.79,2025-09-21T13:01:04.531596,2025-09-21T13:01:04.531596
89f65947-9654-4edb-bae5-a4e965ce8880,05ff87c7-3530-4ec3-a004-1176a2cfaa04,0984a0a2-803a-429e-9cab-1077c58e2901,2,29.36,2025-09-21T18:00:49.501480,2025-09-21T18:00:49.501480
7211e8d9-b7b0-4683-a994-109ad876b5f6,05ff87c7-3530-4ec3-a004-1176a2cfaa04,2a45beb0-61c8-439b-84fa-2c23dc14baf9,1,33.21,2025-09-21T18:00:49.501480,2025-09-21T18:00:49.501480
604db6fa-8aa2-4c73-8bb2-8ea6e217a08e,05ff87c7-3530-4ec3-a004-1176a2cfaa04,a1c21722-61ab-4329-a53e-7bd67c208d32,1,26.11,2025-09-21T18:00:49.501480,2025-09-21T18:00:49.501480
bc48c7ec-81e9-48d7-8d33-278874a39df9,24456bd3-f931-44e8-9b89-c80d737e5791,ad1716be-9c1e-4673-9a82-a8547a80fb6c,1,29.6,2025-09-19T10:53:04.507717,2025-09-19T10:53:04.507717
13f577b4-a9aa-4e8e-ae6c-a949d761643c,d16513df-36c6-4cab-bab1-b9e2bf0aab35,411844ef-594f-4c76-8fea-08ef4165e790,3,68.4,2025-09-16T19:13:15.603020,2025-09-16T19:13:15.603020
afa5a427-c489-46d9-88a8-4e950afeb3bd,d16513df-36c6-4cab-bab1-b9e2bf0aab35,17814b6b-5347-4bb5-be1e-abefede08b3f,1,32.93,2025-09-16T19:13:15.603020,2025-09-16T19:13:15.603020
18e70f1e-ea5d-4820-857e-ec6954a4d153,f427ae01-fdc7-440f-a2fa-1ac0f6e28640,ad1716be-9c1e-4673-9a82-a8547a80fb6c,2,59.2,2025-09-23T01:20:32.523708,2025-09-23T01:20:32.523708
341963fb-b82f-4e77-b1eb-783fe6e9b3cb,f427ae01-fdc7-440f-a2fa-1ac0f6e28640,0aded7a1-9dc1-4f1c-bdcc-f580248578d7,1,2.94,2025-09-23T01:20:32.523708,2025-09-23T01:20:32.523708
41d813ac-798e-41d0-937f-053da69c6219,c6f7e6c8-feea-4572-8895-69137753fa4a,a606ed26-52cc-467b-a0c3-db8f9525c474,1,7.57,2025-09-17T13:11:19.349115,2025-09-17T13:11:19.349115
5a1fab21-d5ad-40dc-8cd0-5adf304fc578,3f609449-5e4b-4bcc-b4c0-056678ac2ab7,5bc9ebcd-a8b0-490c-b5b1-a5173fba5ead,1,34.36,2025-09-23T14:23:42.112520,2025-09-23T14:23:42.112520
f61f2f9d-d463-4253-bdab-c2f71bd65866,3f609449-5e4b-4bcc-b4c0-056678ac2ab7,4189446a-3c5b-474c-94c6-e09ea68f60ec,1,24.37,2025-09-23T14:23:42.112520,2025-09-23T14:23:42.112520
cf702a06-bf29-4ca9-bbf8-52b675c32949,3f609449-5e4b-4bcc-b4c0-056678ac2ab7,a068afa6-456a-4b83-b66b-eac309ccaae8,1,11.91,2025-09-23T14:23:42.112520,2025-09-23T14:23:42.112520
5b41485f-89ab-444c-a3de-df27e80456d8,3f609449-5e4b-4bcc-b4c0-056678ac2ab7,1cb43444-b266-4644-a60f-7d77e87a01ad,1,20.26,2025-09-23T14:23:42.112520,2025-09-23T14:23:42.112520
465fe9c0-e18e-4593-b08b-9906bc5f8d7b,9d99c285-2a1a-4669-b4c3-24d224d97dc4,acd6ced6-d4ef-4702-90b2-94a41fc7515a,3,88.08,2025-09-17T00:38:03.049743,2025-09-17T00:38:03.049743
