order_item_id,order_id,product_id,unit_price,quantity,item_price,created_at,updated_at
01e60f3e-d067-4261-93fa-ae3edca8d16f,1529eb59-a553-42fc-9c7c-094b983c6144,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,2,97.9,2024-12-05T02:02:33.836972,2024-12-05T02:02:33.836972
4cf67f73-1bef-45e1-84a0-070143b16e81,1529eb59-a553-42fc-9c7c-094b983c6144,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,1,21.58,2024-12-05T02:02:33.836972,2024-12-05T02:02:33.836972
25e76fed-0d48-490c-862d-7b2fe8640c51,1529eb59-a553-42fc-9c7c-094b983c6144,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,1,27.1,2024-12-05T02:02:33.836972,2024-12-05T02:02:33.836972
81896439-261f-4b4e-a03d-8a8b4168810b,c819e236-01cf-47ee-9c3c-04da4c0090a9,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,2,54.2,2025-05-16T10:05:27.423576,2025-05-16T10:05:27.423576
c07d9770-a32c-49e6-a269-bd01bb30a6d5,c819e236-01cf-47ee-9c3c-04da4c0090a9,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,3,132.99,2025-05-16T10:05:27.423576,2025-05-16T10:05:27.423576
081f6a08-91d3-4bd4-a5c8-ae6884186428,c819e236-01cf-47ee-9c3c-04da4c0090a9,41b25535-3cab-465c-8910-9b7e52b7911b,48.98,3,146.94,2025-05-16T10:05:27.423576,2025-05-16T10:05:27.423576
6032d671-ca1c-4829-ad65-7c6deccfc1a7,c819e236-01cf-47ee-9c3c-04da4c0090a9,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,1,15.18,2025-05-16T10:05:27.423576,2025-05-16T10:05:27.423576
fa5c9271-cabb-480d-bdbb-8b9b7ad6b972,f2185166-f69c-471e-8fb5-56f59fd321aa,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,2,43.16,2024-09-23T05:24:03.577130,2024-09-23T05:24:03.577130
dda2a8d3-aa2c-4c2a-9d3e-1f118bbfbc70,f2185166-f69c-471e-8fb5-56f59fd321aa,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,2,18.72,2024-09-23T05:24:03.577130,2024-09-23T05:24:03.577130
42f96d49-637c-4435-971e-2e804824429d,f2185166-f69c-471e-8fb5-56f59fd321aa,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,1,5.85,2024-09-23T05:24:03.577130,2024-09-23T05:24:03.577130
0c59fbc7-aafc-42a8-bd27-8b90bce3b962,4c5b6353-6e2e-45f8-8f13-46ff48788861,2c319112-9f46-4dda-8595-3e24c0177733,34.6,1,34.6,2025-01-11T07:54:10.247177,2025-01-11T07:54:10.247177
7c21adae-bb37-4b29-87b6-907e9e7b94a2,4c5b6353-6e2e-45f8-8f13-46ff48788861,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,3,133.98,2025-01-11T07:54:10.247177,2025-01-11T07:54:10.247177
67ef61f0-8c03-46ff-9999-85c91c1b5b88,4c5b6353-6e2e-45f8-8f13-46ff48788861,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,1,30.99,2025-01-11T07:54:10.247177,2025-01-11T07:54:10.247177
c8f6004e-d259-455b-9fe8-5f0e8dd56a8f,4c5b6353-6e2e-45f8-8f13-46ff48788861,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,1,9.36,2025-01-11T07:54:10.247177,2025-01-11T07:54:10.247177
0c5ca17e-4614-4aa3-abcc-59576440a01a,f1712b41-e9bc-4438-9561-ca36d9b9e428,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,3,132.99,2025-03-07T11:58:54.460611,2025-03-07T11:58:54.460611
98c8b0d4-d264-4885-ba4d-c3c8b4863fd4,f1712b41-e9bc-4438-9561-ca36d9b9e428,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,3,45.54,2025-03-07T11:58:54.460611,2025-03-07T11:58:54.460611
eddd7cfa-267b-4824-abe6-5131c6b88ee8,f1712b41-e9bc-4438-9561-ca36d9b9e428,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,3,133.98,2025-03-07T11:58:54.460611,2025-03-07T11:58:54.460611
37c4934d-59a9-43c8-810e-e549de314113,90242f1e-4d0e-4377-9568-eca1647cf2fe,2c319112-9f46-4dda-8595-3e24c0177733,34.6,2,69.2,2025-05-11T09:34:06.349384,2025-05-11T09:34:06.349384
472044bb-30e1-4786-ab58-9327c7bc8d65,5e6fec2d-10e8-4835-b2f2-3eba4d8f71fc,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,1,44.66,2024-09-26T11:33:35.961378,2024-09-26T11:33:35.961378
04d7aa38-90b8-441e-8133-a0205e5a0498,5e6fec2d-10e8-4835-b2f2-3eba4d8f71fc,a6aad66a-9943-466f-aaaa-cc74c85afdfb,33.61,2,67.22,2024-09-26T11:33:35.961378,2024-09-26T11:33:35.961378
6d4c5ca6-6691-4dec-aba5-e03990d62dd6,5e6fec2d-10e8-4835-b2f2-3eba4d8f71fc,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,2,97.9,2024-09-26T11:33:35.961378,2024-09-26T11:33:35.961378
21bb5329-95da-481d-87c5-2730b324da6f,5e6fec2d-10e8-4835-b2f2-3eba4d8f71fc,41b25535-3cab-465c-8910-9b7e52b7911b,48.98,2,97.96,2024-09-26T11:33:35.961378,2024-09-26T11:33:35.961378
37e0cce6-e4e3-43f2-ab38-912a6d23ae89,4b7e299c-5b8f-4779-8acd-dd3bf31ea6d7,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,1,30.99,2025-03-31T01:30:25.173074,2025-03-31T01:30:25.173074
9d0d3ff0-7f4d-4d86-8ec7-479202ccf650,4b7e299c-5b8f-4779-8acd-dd3bf31ea6d7,a6aad66a-9943-466f-aaaa-cc74c85afdfb,33.61,2,67.22,2025-03-31T01:30:25.173074,2025-03-31T01:30:25.173074
6218a7ed-c772-4e74-8d8c-8079d9c1c03e,4b7e299c-5b8f-4779-8acd-dd3bf31ea6d7,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,3,17.55,2025-03-31T01:30:25.173074,2025-03-31T01:30:25.173074
cad78dc7-6267-4cdd-bac6-b1b6a9aa2f30,3551c661-8d50-49f9-bac2-b5a12358a8e2,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,2,97.9,2024-12-14T12:20:08.245294,2024-12-14T12:20:08.245294
5218a17f-eb23-4907-9b15-52ba9ad4ab9c,3551c661-8d50-49f9-bac2-b5a12358a8e2,18ed83ea-2ab2-4393-bb2a-e4a271fa1e9f,39.85,1,39.85,2024-12-14T12:20:08.245294,2024-12-14T12:20:08.245294
b7664302-a52c-4fd5-a0d5-23deb0a47886,3551c661-8d50-49f9-bac2-b5a12358a8e2,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,2,63.5,2024-12-14T12:20:08.245294,2024-12-14T12:20:08.245294
e946ab2e-8007-4e48-99ec-379e50e84fa0,3d8a8869-684c-4c88-bff4-9aa37e79a5eb,2c319112-9f46-4dda-8595-3e24c0177733,34.6,1,34.6,2025-02-25T12:27:12.042025,2025-02-25T12:27:12.042025
3ba24510-c822-4aec-884f-859c87e62cc6,3d8a8869-684c-4c88-bff4-9aa37e79a5eb,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,3,95.25,2025-02-25T12:27:12.042025,2025-02-25T12:27:12.042025
be0cc953-fe81-4ae1-a870-6c6f20b80790,3d8a8869-684c-4c88-bff4-9aa37e79a5eb,7279b632-d594-47fb-a7b5-d0cc35814694,22.24,3,66.72,2025-02-25T12:27:12.042025,2025-02-25T12:27:12.042025
fc87d009-f9f1-4de7-9062-d8adba9d4e52,3d8a8869-684c-4c88-bff4-9aa37e79a5eb,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,1,27.1,2025-02-25T12:27:12.042025,2025-02-25T12:27:12.042025
47935d39-91da-4469-8872-9c5e0b911c05,7b8c4e70-19a8-4d76-ad07-88cb4bed3950,a6aad66a-9943-466f-aaaa-cc74c85afdfb,33.61,1,33.61,2025-08-15T17:38:09.854825,2025-08-15T17:38:09.854825
aed23e17-7eb9-487f-9a54-9b339fb1dd19,7b8c4e70-19a8-4d76-ad07-88cb4bed3950,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,3,133.98,2025-08-15T17:38:09.854825,2025-08-15T17:38:09.854825
c0fd2f0b-e8d0-417d-ad39-facc2b178d27,dcdbf519-2953-4e54-b220-2d18fede8f5f,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,3,132.99,2025-02-18T13:57:11.080257,2025-02-18T13:57:11.080257
ae794510-9e42-4b4b-b50a-790602643ec4,dcdbf519-2953-4e54-b220-2d18fede8f5f,7279b632-d594-47fb-a7b5-d0cc35814694,22.24,2,44.48,2025-02-18T13:57:11.080257,2025-02-18T13:57:11.080257
c7dc0822-eaef-4737-8daa-2a6eacacb74c,dcdbf519-2953-4e54-b220-2d18fede8f5f,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,1,21.58,2025-02-18T13:57:11.080257,2025-02-18T13:57:11.080257
cc32cd58-3937-4341-a6a6-780a7d3ceefd,ad09247f-a236-4e11-a113-3b9142522166,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,2,18.72,2025-09-11T04:47:03.553992,2025-09-11T04:47:03.553992
81693a83-165f-47e0-ac5a-7d9348c5275e,f2a72064-f635-4baf-8cd4-aa24f009613c,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,2,30.36,2025-08-21T10:10:43.520773,2025-08-21T10:10:43.520773
2702370f-8647-48e2-9f6b-d4c6fcd7f39a,f2a72064-f635-4baf-8cd4-aa24f009613c,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,2,89.32,2025-08-21T10:10:43.520773,2025-08-21T10:10:43.520773
fdb368e4-a3bc-48e3-b225-db478c0fc1c7,18087993-5c44-4477-838e-e7158a736fd9,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,2,18.72,2024-11-15T20:03:28.907496,2024-11-15T20:03:28.907496
5a8763dc-a1dd-4fcf-a5ca-238d4a96c325,18087993-5c44-4477-838e-e7158a736fd9,2c319112-9f46-4dda-8595-3e24c0177733,34.6,2,69.2,2024-11-15T20:03:28.907496,2024-11-15T20:03:28.907496
02f5130e-0f37-4542-a771-818ae51263a3,18087993-5c44-4477-838e-e7158a736fd9,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,1,21.58,2024-11-15T20:03:28.907496,2024-11-15T20:03:28.907496
8d091f82-42bd-4a06-a26a-677377b30c3b,18087993-5c44-4477-838e-e7158a736fd9,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,1,48.95,2024-11-15T20:03:28.907496,2024-11-15T20:03:28.907496
1a24fb58-e4b9-4c24-b0aa-b6811bcc291e,79d6fc67-86ad-475f-a2ea-522073c71470,7279b632-d594-47fb-a7b5-d0cc35814694,22.24,3,66.72,2025-03-18T23:51:26.646984,2025-03-18T23:51:26.646984
999f529c-e788-4240-b62c-207eccc94454,79d6fc67-86ad-475f-a2ea-522073c71470,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,2,54.2,2025-03-18T23:51:26.646984,2025-03-18T23:51:26.646984
0ebc9e95-5b46-467a-a4cc-36618fb9b3c7,79d6fc67-86ad-475f-a2ea-522073c71470,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,2,88.66,2025-03-18T23:51:26.646984,2025-03-18T23:51:26.646984
787bfaaa-2c1a-423e-b1cc-118922fcc27d,79d6fc67-86ad-475f-a2ea-522073c71470,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,1,30.99,2025-03-18T23:51:26.646984,2025-03-18T23:51:26.646984
f9f6d7eb-ba03-4502-9ff2-442068f4bc31,79e9bab9-6129-4a91-9ba0-8f38cabf82db,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,3,45.54,2025-06-08T14:05:58.744028,2025-06-08T14:05:58.744028
da7955ce-aa70-4593-8f8d-63f582aae4cc,79e9bab9-6129-4a91-9ba0-8f38cabf82db,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,1,21.58,2025-06-08T14:05:58.744028,2025-06-08T14:05:58.744028
c075f5cd-86e5-4f35-b19e-0c8204aa7dc0,79e9bab9-6129-4a91-9ba0-8f38cabf82db,a6aad66a-9943-466f-aaaa-cc74c85afdfb,33.61,2,67.22,2025-06-08T14:05:58.744028,2025-06-08T14:05:58.744028
ebb93d30-39ab-404a-8cff-95d7ebe8fc01,79e9bab9-6129-4a91-9ba0-8f38cabf82db,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,3,17.55,2025-06-08T14:05:58.744028,2025-06-08T14:05:58.744028
4105a21a-5026-43fd-b5d2-d5349142cd59,85450656-69c2-4d91-8c58-d345b7df1fb0,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,2,63.5,2025-07-02T22:08:26.328443,2025-07-02T22:08:26.328443
726d8dbd-7f22-4e6b-b55a-a9db39d9ba02,85450656-69c2-4d91-8c58-d345b7df1fb0,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,2,30.36,2025-07-02T22:08:26.328443,2025-07-02T22:08:26.328443
48af0fc3-96d0-4a7f-b37f-172d0da121d4,85450656-69c2-4d91-8c58-d345b7df1fb0,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,2,97.9,2025-07-02T22:08:26.328443,2025-07-02T22:08:26.328443
7468bffc-1290-46b1-9bb4-dddadd228e33,85450656-69c2-4d91-8c58-d345b7df1fb0,a31459e5-054a-48f5-8c8e-5fbbc3d1297d,44.66,1,44.66,2025-07-02T22:08:26.328443,2025-07-02T22:08:26.328443
2df2740c-1288-44b7-9045-e419fe221be9,0e09923a-f23f-4884-ab45-1316563338c2,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,2,54.2,2025-05-23T01:56:01.039961,2025-05-23T01:56:01.039961
a9af2e36-3d41-42b2-aee0-96e6d2653b62,0e09923a-f23f-4884-ab45-1316563338c2,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,3,92.97,2025-05-23T01:56:01.039961,2025-05-23T01:56:01.039961
ac4ef1b9-8890-4b17-9ed7-fac5b1f41a9f,0e09923a-f23f-4884-ab45-1316563338c2,a6aad66a-9943-466f-aaaa-cc74c85afdfb,33.61,2,67.22,2025-05-23T01:56:01.039961,2025-05-23T01:56:01.039961
a21f92ec-ee04-46be-a8ab-c6db687aa69e,ce396212-13a3-4222-b3b5-cf0d90c05dde,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,2,11.7,2025-07-02T07:03:29.331122,2025-07-02T07:03:29.331122
5067b431-48a7-4ec3-8689-70def9c03924,ce396212-13a3-4222-b3b5-cf0d90c05dde,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,3,95.25,2025-07-02T07:03:29.331122,2025-07-02T07:03:29.331122
cf6d68bf-1e03-4c0e-b6e7-d68d1db792cf,ae9d6a70-c9d2-4880-9885-82582312e00a,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,2,30.36,2025-06-23T13:56:55.969594,2025-06-23T13:56:55.969594
952ccbaa-f5ea-41d7-99c2-02e6570a67bb,ae9d6a70-c9d2-4880-9885-82582312e00a,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,1,44.33,2025-06-23T13:56:55.969594,2025-06-23T13:56:55.969594
602a920d-6418-427e-b546-a0cdd1979b9c,ae9d6a70-c9d2-4880-9885-82582312e00a,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,3,95.25,2025-06-23T13:56:55.969594,2025-06-23T13:56:55.969594
2427c5b7-99f0-4601-9d54-c1cd148089bb,829ca5b5-475d-4400-8995-9eb7044c8fc7,ad0d6130-cecb-417f-b377-cdd71233a0d3,15.18,2,30.36,2024-12-14T21:18:23.103848,2024-12-14T21:18:23.103848
08ce6cbe-1b15-41a7-91bc-bcbeaf023f53,829ca5b5-475d-4400-8995-9eb7044c8fc7,2c319112-9f46-4dda-8595-3e24c0177733,34.6,2,69.2,2024-12-14T21:18:23.103848,2024-12-14T21:18:23.103848
39d84fe7-e218-4300-adb4-2207cce1c1cb,829ca5b5-475d-4400-8995-9eb7044c8fc7,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,2,11.7,2024-12-14T21:18:23.103848,2024-12-14T21:18:23.103848
2ae2c5df-ec25-47e3-bfba-badd52329367,f0c3da3d-9912-4414-b4f1-d02b60009acc,554edc74-76e8-4eac-8d00-9d78450a27de,5.85,2,11.7,2024-10-19T13:06:57.520854,2024-10-19T13:06:57.520854
a7e68544-d622-422b-8dce-08fdf054f8d1,f0c3da3d-9912-4414-b4f1-d02b60009acc,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,1,27.1,2024-10-19T13:06:57.520854,2024-10-19T13:06:57.520854
90f7474c-a266-4b59-a316-f682e4881e5f,f0c3da3d-9912-4414-b4f1-d02b60009acc,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,2,18.72,2024-10-19T13:06:57.520854,2024-10-19T13:06:57.520854
78844a54-28d4-468d-8580-f96a02d038df,f0c3da3d-9912-4414-b4f1-d02b60009acc,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,1,31.75,2024-10-19T13:06:57.520854,2024-10-19T13:06:57.520854
76063829-acf3-4d7a-8609-61576ede9967,6dcf7ca2-0e73-4336-962f-99f215b4fa10,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,2,63.5,2025-01-28T08:04:53.253361,2025-01-28T08:04:53.253361
1631d538-0d06-4b8a-be1e-a6d329ad503b,6dcf7ca2-0e73-4336-962f-99f215b4fa10,dc33dcd5-141f-4dc4-88a9-59f943fec0da,49.06,1,49.06,2025-01-28T08:04:53.253361,2025-01-28T08:04:53.253361
05cece21-0daa-4f97-8d59-d97b4b4f12bd,6dcf7ca2-0e73-4336-962f-99f215b4fa10,c77586d6-9b2a-4786-af02-f8d38f2d53c9,9.36,2,18.72,2025-01-28T08:04:53.253361,2025-01-28T08:04:53.253361
fb1fe19a-020b-436a-920a-f4a15280ee89,6dcf7ca2-0e73-4336-962f-99f215b4fa10,18ed83ea-2ab2-4393-bb2a-e4a271fa1e9f,39.85,2,79.7,2025-01-28T08:04:53.253361,2025-01-28T08:04:53.253361
e7b43ad2-680f-4b61-85cc-ba11626fc6e2,a4e3f679-a0fe-450f-86fb-5ee80b10eeaa,1a68ef72-219f-4dd6-a75c-51ef09c9b181,44.33,2,88.66,2025-06-20T22:44:33.447044,2025-06-20T22:44:33.447044
5834b75b-2525-4756-bd75-48b21d53f88d,a4e3f679-a0fe-450f-86fb-5ee80b10eeaa,41b25535-3cab-465c-8910-9b7e52b7911b,48.98,2,97.96,2025-06-20T22:44:33.447044,2025-06-20T22:44:33.447044
b6b930f9-d8b9-43b1-b3a8-663bf02dae84,a4e3f679-a0fe-450f-86fb-5ee80b10eeaa,7279b632-d594-47fb-a7b5-d0cc35814694,22.24,3,66.72,2025-06-20T22:44:33.447044,2025-06-20T22:44:33.447044
fee4cbfe-bfb1-4b1f-b0b7-df8a6a4e899b,a4e3f679-a0fe-450f-86fb-5ee80b10eeaa,e77713e5-01a8-43b4-b8d1-4ded499d8dbb,21.58,1,21.58,2025-06-20T22:44:33.447044,2025-06-20T22:44:33.447044
2b482812-0bb6-4111-a24e-aaf1fe19204f,9ff0ced6-b7f4-4b2e-8f64-0fad108a11a3,7279b632-d594-47fb-a7b5-d0cc35814694,22.24,1,22.24,2025-05-06T12:02:18.045086,2025-05-06T12:02:18.045086
6e7b9eaa-4893-42b4-86cc-103feeba661a,1a5972f0-0391-408c-9a12-ad03059e676b,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,2,97.9,2025-06-27T14:02:07.097007,2025-06-27T14:02:07.097007
7d27a865-972a-4041-98da-71aa8e0b2a62,1a5972f0-0391-408c-9a12-ad03059e676b,bce6178b-82d9-49b9-9328-4e9ed5d2448b,30.99,1,30.99,2025-06-27T14:02:07.097007,2025-06-27T14:02:07.097007
659eaa81-d625-47a6-bbcf-584559a2dfb8,1a5972f0-0391-408c-9a12-ad03059e676b,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,3,95.25,2025-06-27T14:02:07.097007,2025-06-27T14:02:07.097007
92649dc5-8f9c-4e50-95cf-6f73af8d047a,e5e89373-15a4-4f91-87f2-95acd06a7970,0e874a42-54ee-4784-a59f-00d896ec948f,27.1,2,54.2,2025-09-04T00:28:04.297372,2025-09-04T00:28:04.297372
a5633c88-bf72-4a05-aa0b-d81dc7d57cd0,e5e89373-15a4-4f91-87f2-95acd06a7970,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,1,31.75,2025-09-04T00:28:04.297372,2025-09-04T00:28:04.297372
98c0caea-cbed-4287-bbc2-1318cad9c208,e5e89373-15a4-4f91-87f2-95acd06a7970,81b1140c-2226-4933-9a25-3cfa63544dd3,48.95,1,48.95,2025-09-04T00:28:04.297372,2025-09-04T00:28:04.297372
efe1554d-183e-4dc4-8d6a-5979d89ed26e,e5e89373-15a4-4f91-87f2-95acd06a7970,9548bdb2-074a-4efb-a871-c3b32d71c6ce,31.75,1,31.75,2025-09-04T00:28:04.297372,2025-09-04T00:28:04.297372
